,Name,Province,Service,Address,Location
151,Ptt-adliye Şubesi,Bingöl,PTT Kargo,"Yenişehir, Ekin Sk. No:9, 12000 Bingöl Merkez/Bingöl, Türkiye","38.884139, 40.496621999999995"
152,PTT,Bitlis,PTT Kargo,"Gazi Bey, Nurullah Eren Cd. No:2, 13000 Bitlis Merkez/Bitlis, Türkiye","38.401572699999996, 42.1088783"
153,Ptt Baş Müdürlüğü,Bitlis,PTT Kargo,"İnönü, Nur Cd. No:27, 13000 Bitlis Merkez/Bitlis, Türkiye","38.403588, 42.108568"
154,"Bolu Köroğlu PTT Şubesi, Posta ve Kargo Dağıtım Servisi",Bolu,PTT Kargo,"Kültür, Namık Kemal Cd. No:29/A, 14300 Bolu Merkez/Bolu, Türkiye","40.7441871, 31.5990445"
155,Bolu Branch Post Office,Bolu,PTT Kargo,"Karaçayır, P.t.t Cad./ Aydın Sok. No:8, 14200 Bolu Merkez/Bolu, Türkiye","40.73095610000001, 31.60662"
156,Ptt Kargo Bolu Sanayi Şubesi,Bolu,PTT Kargo,"Aşağısoku, Toptancı Hal Pazarı No: 1/A, 14300 Bolu Merkez/Bolu, Türkiye","40.7383361, 31.6226834"
157,PTT SÜMER ACENTESİ,Bolu,PTT Kargo,"MERKEZ, TABAKLAR MAH. CUMHURİYET CAD. ERDOĞAN APT. NO:72 A KAT:ZEMİN, Tabaklar, D:10, 14100 Bolu Merkez/Bolu, Türkiye","40.727275999999996, 31.5957427"
158,Ptt-abant İzzet Baysal Üniversitesi Şubesi,Bolu,PTT Kargo,"Karaköy GÖLKÖY CADDE No:, Karaköy, D:1, 14300 Bolu Merkez/Bolu, Türkiye","40.715015300000005, 31.510367199999997"
159,PTT,Bolu,PTT Kargo,"Gölcük, Ulusu Cad. 9/A, 14900 Aktaş/Gerede/Bolu, Türkiye","40.658164, 32.330118999999996"
160,PTT,Bolu,PTT Kargo,"Demirciler, Bıçak Sok. No:18, 14900 Gerede/Bolu, Türkiye","40.8003614, 32.202441799999995"
161,Ptt Kargo Sümer,Bolu,PTT Kargo,"Bolu, Tabaklar, 14100 Bolu Merkez/Bolu, Türkiye","40.7273268, 31.5959093"
162,PTT,Burdur,PTT Kargo,"Burç, Şht. Özpolat Cd. No:6, 15200 Burdur Merkez/Burdur, Türkiye","37.7179553, 30.280625599999997"
163,Ptt-köprübaşı Şubesi,Burdur,PTT Kargo,"Burc Atatürk Cad. Pk:15000 Merkez Burdur, Konak, 15200 Burdur Merkez/Burdur, Türkiye","37.7190789, 30.2856819"
164,Ptt-sanayi Sitesi Şubesi,Burdur,PTT Kargo,"Kss 6. Sk. No:49, 15040 Kışla Osb/Burdur Merkez/Burdur, Türkiye","37.746727799999995, 30.3140622"
165,Ptt Köprübaşi,Burdur,PTT Kargo,"Özgür, Mehmet Akif Cd. NO:12, 15200 Burdur Merkez/Burdur, Türkiye","37.721748, 30.2881544"
166,PTT kargo,Bursa,PTT Kargo,"Altınova Mah.İstanbul Cd.Buttim İş Merkezi No:424/5 A Blok K:5 Kapı No:1003, Altınova, 16250 Osmangazi̇/Bursa, Türkiye","40.2366799, 29.0653844"
167,Bursa Nilüfer Posta Dağıtım Merkezi,Bursa,PTT Kargo,"Beşevler, Beşevler Cd. NO:246, 16110, 16110 Ni̇lüfer/Bursa, Türkiye","40.211258099999995, 28.9562277"
168,Ptt,Bursa,PTT Kargo,"Reyhan, Haşim İşcan Cd. a No:10, 16030 Osmangazi/Osmangazi̇/Bursa, Türkiye","40.188396399999995, 29.0621447"
169,Post Office Chief Directorate of Bursa,Bursa,PTT Kargo,"Beşevler, Yıldırım Cd. No:333, 16110 Ni̇lüfer/Bursa, Türkiye","40.211163, 28.955961000000002"
170,Ptt Beşevler Şubesi,Bursa,PTT Kargo,"Beşevler, Beşevler Cd. No:246, 16090 Ni̇lüfer/Bursa, Türkiye","40.21083, 28.9559969"
171,PTT-YPKDM Yıldırım Posta Dağıtım Merkezi,Bursa,PTT Kargo,"Esenevler, Erdoğan Cd. No:23/A, 16300 Yıldırım/Bursa, Türkiye","40.18862250000001, 29.1442245"
172,Heykel PTT Merkezi,Bursa,PTT Kargo,"Nalbantoğlu, Atatürk Cd. No:79, 16010 Osmangazi̇/Bursa, Türkiye","40.183417, 29.061605000000004"
173,Ptt Emek Şubesi,Bursa,PTT Kargo,"Emek Zekai Gümüşdiş, Belediye Cd. No:5, 16140 Osmangazi̇/Bursa, Türkiye","40.2555069, 28.9541914"
174,Ptt İhsaniye,Bursa,PTT Kargo,"İhsaniye, PTT - İhsaniye Şb., 16130 Ni̇lüfer/Bursa, Türkiye","40.2201848, 28.988049"
175,Ptt-Millet Şubesi,Bursa,PTT Kargo,"Millet, Yunus Emre Blv NO:15, 16270 Yıldırım/Bursa, Türkiye","40.2067918, 29.0953062"
176,PTT Osmangazi PKDM,Bursa,PTT Kargo,"Soğanlı, 16000 Osmangazi/Bursa, Türkiye","40.209641999999995, 29.041968599999997"
177,Ptt Hürriyet Şubesi,Bursa,PTT Kargo,"Yenikaraman, 83, Polat Cd. PTT - Hürriyet Şb. No:106, 16170 Osmangazi̇/Bursa, Türkiye","40.222072, 28.996715"
178,Gençosman PTT Müdürlüğü,Bursa,PTT Kargo,"Santral Garaj, İstanbul Cd No:13, 16140 Osmangazi̇/Bursa, Türkiye","40.1993322, 29.0617259"
179,Ptt Alemdar Soğanlı Şubesi,Bursa,PTT Kargo,"Alemdar, 1.Orman Yolu Cad. 24/A, 16190 Osmangazi/Osmangazi̇/Bursa, Türkiye","40.2083075, 29.0360396"
180,Özlüce Post Office Center,Bursa,PTT Kargo,"Altınşehir, Uğur Mumcu Blv. No:76, 16120 Ni̇lüfer/Bursa, Türkiye","40.2209146, 28.9153529"
181,PTT,Bursa,PTT Kargo,"Geçit, 2. Geçit Sk. PTT - Geçit Şb. No:9, 16265 Osmangazi̇/Bursa, Türkiye","40.2734895, 28.943739200000003"
182,PTT Ertuğrulgazi Merkez Müdürlüğü,Bursa,PTT Kargo,"152 Evler, Eğitim Cd. No:27 D:29, 16320 Yıldırım/Bursa, Türkiye","40.1881899, 29.107864099999997"
183,PTT,Bursa,PTT Kargo,"Konak, Beşevler Cd. No:25/B, 16110 Ni̇lüfer/Bursa, Türkiye","40.206489, 28.985640000000004"
184,PTT,Bursa,PTT Kargo,"Fethıye Ulu Cad, 16000 Nilüfer/Ni̇lüfer/Bursa, Türkiye","40.231781999999995, 28.971977"
185,Ptt Bursaray,Bursa,PTT Kargo,"Hacı İlyas, Kıbrıs Şehitleri Cd. NO:6, 16220 Osmangazi̇/Bursa, Türkiye","40.1929453, 29.0717877"
186,Ptt Kargo Çanakkale,Çanakkale,PTT Kargo,"Barbaros, Atatürk Cd. 213B, 17020 Çanakkale Merkez/Çanakkale, Türkiye","40.1212203, 26.4106819"
187,PTT,Çankırı,PTT Kargo,"Cumhuriyet, Alparslan Türkeş Cd. no:42, 18100 Çankırı Merkez/Çankırı, Türkiye","40.5999416, 33.6159191"
188,PTT,Çorum,PTT Kargo,"Yeniyol, Gazi Cd., 19200 Çorum Merkez/Çorum, Türkiye","40.5502809, 34.954446"
189,Çorum Ptt Kargo Arinna Şubesi,Çorum,PTT Kargo,"Ulukavak, Mavral Sk. no:79, 19040 Çorum Merkez/Çorum, Türkiye","40.559711199999995, 34.9532074"
190,PTT,Çorum,PTT Kargo,"Karakeçili, Gazi Cd. Vilayet Konağı Hizmet Binası A Blok, 19030 Çorum Merkez/Çorum, Türkiye","40.558384, 34.971627999999995"
191,PTT BAŞ MÜDÜRLÜĞÜ,Çorum,PTT Kargo,"Ulukavak, Tek Ceviz 5. Sk. No:10, 19040 Çorum Merkez/Çorum, Türkiye","40.5640828, 34.9514875"
192,PTT,Çorum,PTT Kargo,"Gülabibey, Cemil Bey Cad. 26/C, 19100 Çorum Merkez/Çorum, Türkiye","40.544822599999996, 34.9526154"
193,Ptt-adliye Sarayı Şubesi,Çorum,PTT Kargo,"Ulukavak, Fatih Cd. Pk:19030, 19040 Çorum Merkez/Çorum, Türkiye","40.5561903, 34.9549571"
194,Ptt-sgk Şubesi,Çorum,PTT Kargo,"Gülabibey, Cumhuriyet Cd. 32 F, 19100 Çorum Merkez/Çorum, Türkiye","40.539587, 34.953786"
195,Ptt-küçük Sanayi Sitesi Şubesi,Çorum,PTT Kargo,"Mimar Sinan, Küçük Sanayi 23. Cd. 3 A, 19100 Çorum Merkez/Çorum, Türkiye","40.5234212, 34.9415958"
196,PTT,Çorum,PTT Kargo,"Bahçelievler, Bahabey Cd. No:27/C, 19200 Çorum Merkez/Çorum, Türkiye","40.5495838, 34.9652455"
197,PTT,Çorum,PTT Kargo,"Yazı, Org. Ahmet Çörekçi Cd. No:46, 19500 Osmancık/Çorum, Türkiye","40.97406, 34.802158"
198,çorum bağcılar ptt şubesi,Çorum,PTT Kargo,"Gülabibey, Bağcılar 4. Cd., 19100 Çorum Merkez/Çorum, Türkiye","40.526368999999995, 34.9581257"
199,Ptt Çarşı şubesi,Denizli,PTT Kargo,"Saraylar, Demirciler Cd. no : 1, 20010 Denizli Merkez/Denizli, Türkiye","37.784855199999996, 29.0846198"
200,Ptt çınar,Denizli,PTT Kargo,"15 Mayıs, 785. Sk. No: 3, 20150 Pamukkale/Denizli, Türkiye","37.776010899999996, 29.0868931"
201,PTT - PİDM,Denizli,PTT Kargo,"Yenişehir Mh., Ziya Tıkıroğlu Cd., 20040 Vakıf Köyü/Denizli Merkez/Merkezefendi/Denizli, Türkiye","37.7587834, 29.042221299999998"
202,PTT,Denizli,PTT Kargo,"Kınıklı, Bursa Cd. No:72, 20160 Denizli Merkez/Denizli, Türkiye","37.7485676, 29.0988354"
203,PTT Merkezefendi,Denizli,PTT Kargo,"Adalet, Mevlana Cd. No:1, 20040 Denizli Merkez/Denizli, Türkiye","37.7790154, 29.020907800000003"
204,PTT,Denizli,PTT Kargo,"İncilipınar, 1197. Sk. No 1, 20150 Pamukkale/Denizli, Türkiye","37.7610679, 29.099886899999998"
205,ptt kargo,Denizli,PTT Kargo,"Yenişehir, 28. Sk. No:4, 20040 Denizli Merkez/Denizli, Türkiye","37.758499, 29.041926"
206,Ptt-fatih Mahallesi,Denizli,PTT Kargo,"Fatih, 1931/1. Sk., 20190 Pk:20290 Merkez/Denizli, Türkiye","37.769084299999996, 29.101207400000003"
207,Ptt Acente,Denizli,PTT Kargo,"Hürriyet Mh, 1001. Sk., 20160 Pk:20070 Merkez/Denizli, Türkiye","37.752735, 29.112294000000002"
208,PTT,Denizli,PTT Kargo,"Sümer, 25. Sk., 20175 Merkez/Denizli, Türkiye","37.8031406, 29.1046964"
209,Pamukkale Posta/Kargo Dağıtım Merkezi,Denizli,PTT Kargo,"Yenişehir, 28. Sk. 2/1, 20040 Merkezefendi/Denizli, Türkiye","37.7587794, 29.042218899999998"
210,Ptt - Anafartalar L Şb.,Denizli,PTT Kargo,"Anafartalar Mh, 2049/2. Sk. No: 4 B, 20170 Pamukkale/Denizli, Türkiye","37.793019099999995, 29.112167900000003"
211,Ptt-karaman Şubesi,Denizli,PTT Kargo,"Akkonak, Lozan Cd. No: 128 A, 20010 Merkez/Denizli, Türkiye","37.769934, 29.075162799999998"
212,...,Denizli,PTT Kargo,"Yenişehir, 20040 Merkezefendi/Denizli, Türkiye","37.7588778, 29.0421955"
213,Ptt Gümüşler Şub.,Denizli,PTT Kargo,"Akçeşme, Neşet Çakır Cd., 20020 Denizli Merkez/Denizli, Türkiye","37.8106574, 29.064338199999998"
214,Ptt Deliktaş,Denizli,PTT Kargo,"Deliktaş, 2018/2. Sk. No:12, 20170 Denizli Merkez/Denizli, Türkiye","37.7805615, 29.104493500000004"
215,PTT - Denizli Baş Md.,Denizli,PTT Kargo,"15 Mayıs, 20150 Pamukkale/Denizli, Türkiye","37.775923899999995, 29.086766499999996"
216,PTT KARŞIYAKA,Denizli,PTT Kargo,"Karşıyaka, Şeyh Bedrettin Cd. No:5, 20170 Denizli Merkez/Denizli, Türkiye","37.8020631, 29.1067356"
217,PTT - Bereketli Şb.,Denizli,PTT Kargo,"Bereketler, 20040 Merkezefendi/Denizli, Türkiye","37.7773118, 29.0174646"
218,PTT Zeytinköy Şubesi,Denizli,PTT Kargo,"Zeytinköy, 5076. Sk. No:2, 20160 Denizli Merkez/Denizli, Türkiye","37.740199700000005, 29.1238016"
219,PTT- KAYAPINAR MERKEZİ,Diyarbakır,PTT Kargo,"Talay Tepe Mah. Urfa Bulvarı No 1663 21105, Fırat, 21000 Kayapınar/Diyarbakır, Türkiye","37.922559299999996, 40.15140830000001"
220,PTT,Diyarbakır,PTT Kargo,"Peyas, Diclekent Blv. No:31, 21070 Kayapınar/Diyarbakır, Türkiye","37.9402045, 40.1882198"
221,Ptt Kargo Bağlar Şubesi,Diyarbakır,PTT Kargo,"Kaynartepe, Nükhet Coşkun Cd. No: 169, 21080 Bağlar/Diyarbakır, Türkiye","37.923071, 40.210039599999995"
222,Ptt-Gaziler Şubesi,Diyarbakır,PTT Kargo,"Peyas, Fırat Blv. Furkan Apt. A/1, 21070 Kayapınar/Diyarbakır, Türkiye","37.934024699999995, 40.1732535"
223,PTT A.Ş.,Diyarbakır,PTT Kargo,"Savaş, Yenikapı Sk. No:3, 21200 Sur/Diyarbakır, Türkiye","37.910921200000004, 40.237086"
224,Ptt kargo Kayapınar şubesi,Diyarbakır,PTT Kargo,"Mezopotamya, 601. Sk No:1, 21070 Kayapınar/Diyarbakır, Türkiye","37.9394536, 40.140076799999996"
225,Ptt-adliye Sarayı Şubesi,Diyarbakır,PTT Kargo,"Yenişehir, 21100 Yenişehir/Diyarbakır, Türkiye","37.920541, 40.231499"
226,Ptt kayapınar şubesi,Diyarbakır,PTT Kargo,"Peyas, Fırat Blv. 90 A, 21070 Kayapınar/Diyarbakır, Türkiye","37.9339545, 40.1726916"
227,Suriçi Ptt Merkez Müdürlüğü,Diyarbakır,PTT Kargo,"İskenderpaşa, İnönü Blv. No:61, 21300 Sur/Diyarbakır, Türkiye","37.913798199999995, 40.230153099999995"
228,PTT,Diyarbakır,PTT Kargo,"Yenişehir, Elazığ Cd. Galeria Alışveriş Merkezi No:1 D:3, 21100 Yenişehir/Diyarbakır, Türkiye","37.9186943, 40.232286599999995"
229,Ptt Huzurevleri Şubesi,Diyarbakır,PTT Kargo,"Huzurevleri, Dr. Sıtkı Göral Caddesi, 21073 Kayapınar/Diyarbakır, Türkiye","37.935282199999996, 40.2004424"
230,Ptt-tıp Fakültesi Şubesi,Diyarbakır,PTT Kargo,"Yenişehir, İnaloğlu Cd No:21, 21100 Yenişehir/Diyarbakır, Türkiye","37.913589, 40.222266999999995"
231,Gökkuşağı PTT Şubesi,Diyarbakır,PTT Kargo,"Bağcılar, 21090 Bağlar/Diyarbakır, Türkiye","37.915722599999995, 40.1397463"
232,Ptt-karacadag,Diyarbakır,PTT Kargo,"Yunus Emre Mh, Karacadağ Cd. Pk:21090, 21070 Bağlar/Diyarbakır, Türkiye","37.9557322, 40.170074899999996"
233,PTT,Diyarbakır,PTT Kargo,"5 Nisan, 873. Sk. No:9, 21080 Bağlar/Diyarbakır, Türkiye","37.9187436, 40.2079957"
234,Ptt Diyarbakır Baş Müdürlüğü,Diyarbakır,PTT Kargo,"Talaytepe Mh., 21000 Kayapınar/Diyarbakır, Türkiye","37.923096799999996, 40.151539899999996"
235,Ptt-fatih (Çarşı) Şubesi,Diyarbakır,PTT Kargo,"Fatih, 138. Sk. No:12, 21090 Bağlar/Diyarbakır, Türkiye","37.9149047, 40.2147728"
236,Kayapınar pkdm ptt,Diyarbakır,PTT Kargo,"Peyas, 241. Sk., 21070 Kayapınar/Diyarbakır, Türkiye","37.9416028, 40.1802267"
237,PTT,Diyarbakır,PTT Kargo,"Şehitlik, Elazığ Cad./710 Sok No:1 D:1, 21080 Yenişehir/Bağlar/Diyarbakır, Türkiye","37.9240728, 40.207270099999995"
238,PTT,Diyarbakır,PTT Kargo,"Yenişehir, Elazığ Cd. Adliye Sarayı, 21100 Yenişehir/Diyarbakır, Türkiye","37.9251455, 40.221413999999996"
239,PTT Kargo,Düzce,PTT Kargo,"No:, Sancaklar, Düzce Akçakoca Yolu No:117, 81100 Düzce Merkez/Düzce, Türkiye","40.859685, 31.166892999999998"
240,PTT,Düzce,PTT Kargo,"Şerefiye, İstanbul Cd. No:88, 81010 Düzce Merkez/Düzce, Türkiye","40.839318, 31.159486999999995"
241,Ptt kargo Kervan şubesi,Düzce,PTT Kargo,"Cedidiye, H. Haydar Gördebil Blv. No:2, 81020 Düzce Merkez/Düzce, Türkiye","40.8345811, 31.169480399999998"
242,Ptt Düzce Baş Müdürlüğü,Düzce,PTT Kargo,"Sancaklar Mh D20, Karayolu Üzeri No:119, 81100 Düzce Merkez/Düzce, Türkiye","40.8598783, 31.166541900000002"
243,PTT,Düzce,PTT Kargo,"Uzun Mustafa, Uzun Mustafa Cd No:23, 81010 Düzce Merkez/Düzce, Türkiye","40.8449905, 31.1488792"
244,Selimiye Dağıtım ve Toplama Müdürlüğü,Edirne,PTT Kargo,"İstasyon, İstasyon Cd. 1A, 22100 Edirne Merkez/Edirne, Türkiye","41.657606099999995, 26.583560499999997"
245,PTT,Edirne,PTT Kargo,"Sabuni, Saraçlar Cd. No:17, 22100 Edirne Merkez/Edirne, Türkiye","41.675667999999995, 26.5532671"
246,Ptt İstasyon Şubesi,Edirne,PTT Kargo,"İstasyon, İstasyon Cd. No:1, 22100 Edirne Merkez/Edirne, Türkiye","41.657344099999996, 26.583359100000003"
247,Esentepe PTT Şubesi,Edirne,PTT Kargo,"Fatih, Ümran Akkan Cd. 20 E, 22030 Edirne Merkez/Edirne, Türkiye","41.659709899999996, 26.5939025"
248,Ptt Kıyık Şubesi,Edirne,PTT Kargo,"Nişancıpaşa, Kıyık Cd. No:202, 22020 Edirne Merkez/Edirne, Türkiye","41.6788203, 26.5728039"
249,PTT,Edirne,PTT Kargo,"Yeni, Milli Egemenlik Cd. No:6, 22700 Enez/Edirne, Türkiye","40.7249488, 26.0853941"
250,İlk Telgraf Ptt Şubesi,Edirne,PTT Kargo,"Abdurrahman, Tarla Kapı Cd. No: 16, 22100 Edirne Merkez/Edirne, Türkiye","41.6672432, 26.5651926"
251,PTT,Elazığ,PTT Kargo,"Çarşı, Bosnahersek Bulvarı No:1, 23100 Elâzığ Merkez/Elazığ, Türkiye","38.6739624, 39.222625699999995"
252,Elazığ Merkez PTT Kargo,Elazığ,PTT Kargo,"Çarşı, 23100 Elâzığ Merkez/Elazığ, Türkiye","38.6739804, 39.2226147"
253,PTT KARGO DTM,Elazığ,PTT Kargo,"Akpınar, Atatürk Blv. No:41, 23100 Elâzığ Merkez/Elazığ, Türkiye","38.667477999999996, 39.2173094"
254,Ptt-rüstem Paşa Şubesi,Elazığ,PTT Kargo,"Rüstem Paşa, Şeyh Şamil Blv. No:42, 23100 Elâzığ Merkez/Elazığ, Türkiye","38.6697406, 39.230142699999995"
255,PTT - Fatih Şb.,Elazığ,PTT Kargo,"Abdullah Paşa, 23270 Elâzığ Merkez/Elazığ, Türkiye","38.6573707, 39.1542739"
256,Ptt Ataşehir,Elazığ,PTT Kargo,"Cumhuriyet, 23190 Elâzığ Merkez/Elazığ, Türkiye","38.669419999999995, 39.184438199999995"
257,Ptt-ptt Lojmanı Şubesi,Elazığ,PTT Kargo,"Rızaiye, İnönü Cd. No:15, 23200 Elâzığ Merkez/Elazığ, Türkiye","38.677288999999995, 39.225789"
258,PTT-Aksaray Şb.,Elazığ,PTT Kargo,"Aksaray, Şht. Yarbay Ruşen Sağlamlı Sk. No:51, 23050 Elâzığ Merkez/Elazığ, Türkiye","38.6604799, 39.2287439"
259,Ptt Baş Müdürlüğü,Elazığ,PTT Kargo,"Akpınar, General Abdullah Alp Doğan Cd. No:61, 23100 Elâzığ Merkez/Elazığ, Türkiye","38.6692633, 39.2194408"
260,Akpınar PTT Şubesi,Elazığ,PTT Kargo,"Akpınar, 23100 Elâzığ Merkez/Elazığ, Türkiye","38.669050299999995, 39.2187631"
261,Ptt-doğukent Şubesi,Elazığ,PTT Kargo,"Dogu Kent 35 Sok. Pk:23135 Merkez Elazığ, Doğu Kent, PTT - Doğukent Şb., 23280 Elâzığ Merkez/Elazığ, Türkiye","38.6822652, 39.264983199999996"
262,PTT,Elazığ,PTT Kargo,"Sanayi, 23300 Elâzığ Merkez/Elazığ, Türkiye","38.671274, 39.246412"
263,PTT,Elazığ,PTT Kargo,"Mollakendi, 23250 Mollakendi/Elâzığ Merkez/Elazığ, Türkiye","38.581728399999996, 39.3384456"
264,Ptt,Elazığ,PTT Kargo,"İzzet Paşa, Kıbrıs Şehidi Mehmet Güçlü Cd. No:17, 23200 Elâzığ Merkez/Elazığ, Türkiye","38.6792826, 39.223255699999996"
265,PTT,Elazığ,PTT Kargo,"Merkez, Hankendi Köyü, Elazığ Merkez, Elazığ, Bahçelievler, 23150 Hankendi/Elâzığ Merkez/Elazığ, Türkiye","38.5744906, 39.0603438"
266,Ptt-organize San Şubesi,Elazığ,PTT Kargo,"23190 Yazıkonak/Elâzığ Merkez/Elazığ, Türkiye","38.619807, 39.298860999999995"
267,Ptt-maden Şubesi,Elazığ,PTT Kargo,"Camıı Kebır Inönü Cad. Pk:23400 Maden Elazığ, Camii Kebir, 23400 Maden/Elazığ, Türkiye","38.3919, 39.6642"
268,Elazığ Kargo,Elazığ,PTT Kargo,"Sanayi, 23190 Elâzığ Merkez/Elazığ, Türkiye","38.666298999999995, 39.246984"
269,Ptt-akçakiraz Şubesi,Elazığ,PTT Kargo,"Kültür, Akçakiraz Köyü Yolu Pk:23280, 23280 Akçakiraz/Elâzığ Merkez/Elazığ, Türkiye","38.6166013, 39.2704801"
270,Ptt-yazıkonak Şubesi,Elazığ,PTT Kargo,"Fatih, 23000 Yazıkonak/Elâzığ Merkez/Elazığ, Türkiye","38.6084062, 39.3030743"
271,Post Office Shipping,Erzincan,PTT Kargo,"İnönü, 12. Sk., 24180 Erzincan Merkez/Erzincan, Türkiye","39.7500072, 39.4911034"
272,Erzincan Branch Post Office.,Erzincan,PTT Kargo,"İnönü, Vali Recep Yazıcıoğlu Cd. No:18, 24180 Erzincan Merkez/Erzincan, Türkiye","39.7501029, 39.4908103"
273,Ptt-13 Şubat Şubesi,Erzincan,PTT Kargo,"Karaağaç Mh. 13 Şubat Cd. Pk:24040 Merkez/erzincan, Karaağaç, 24100 Erzincan Merkez/Erzincan, Türkiye","39.7455666, 39.491136499999996"
274,PTT,Erzincan,PTT Kargo,"Mimar Sinan, Erzincan Tarım Meslek Lisesi, 24050 Erzincan Merkez/Erzincan, Türkiye","39.727498, 39.470831"
275,Ptt-erzurum Şubesi,Erzurum,PTT Kargo,"Muratpaşa, İsmetpaşa Cd. No:1, 25100 Yakutiye/Erzurum, Türkiye","39.905288, 41.2673522"
276,Ptt Erzurum Postal Operation Center,Erzurum,PTT Kargo,"Şükrüpaşa mh, Toprak ofisi, Lojmanlar Sk. no5, 25100 Yakutiye/Erzurum, Türkiye","39.9198374, 41.2773675"
277,Ptt-yakutiye Şubesi,Erzurum,PTT Kargo,"Gez Mh., 25050 Yakutiye/Erzurum, Türkiye","39.910920499999996, 41.2716103"
278,Ptt-dadaşkent Şubesi,Erzurum,PTT Kargo,"Ahmet Yesevı Mh. Mıllı Egemenlık Cad. Taskent Sok. No:1 Pk:25085 Aziziye Erzurum, Saltuklu, 25090 Aziziye/Erzurum, Türkiye","39.9124543, 41.1927995"
279,Ptt Kargo Erzurum Sanayi Şubesi,Erzurum,PTT Kargo,"Kurtuluş, Şht. Polis Reşat Coşkun Cd. No: 1, 25200 Yakutiye/Erzurum, Türkiye","39.935097299999995, 41.2904829"
280,Post Office - Yıldızkent Sb.,Erzurum,PTT Kargo,"Osmangazi Mh., Alparslan Türkes Cd., 25000 Palandöken/Erzurum, Türkiye","39.8765333, 41.241080499999995"
281,PTT Hilalkent Şubesi,Erzurum,PTT Kargo,"Ömer Nasuhi Bilmen, Mahallesi, Osman Gazi Cd. No:18, 25200 Yakutiye/Erzurum, Türkiye","39.949679599999996, 41.301673699999995"
282,Yildizkent Şubesi,Erzurum,PTT Kargo,"Hüseyin Avni Ulaş, 220. Sk. No: 1, 25070 Palandöken/Erzurum, Türkiye","39.8778325, 41.2414079"
283,PTT,Erzurum,PTT Kargo,"Üniversite, 25240 Erzurum Merkez/Erzurum, Türkiye","39.893264, 41.248059"
284,Ptt yakutiye şubesi,Erzurum,PTT Kargo,"Lalapaşa, Polat Sk. No: 7, 25100 Yakutiye/Erzurum, Türkiye","39.9084394, 41.272600399999995"
285,Ptt-atatürk Üniversitesi Şubesi,Erzurum,PTT Kargo,"Atatürk, Atatürk Ünv. No:82, 25240 Yakutiye/Erzurum, Türkiye","39.902602099999996, 41.2529167"
286,PTT,Erzurum,PTT Kargo,"Kazım Karabekir Paşa, Demirciler Sk. No:2, 25080 Erzurum Merkez/Erzurum, Türkiye","39.9130766, 41.274575"
287,Ptt-çat Şubesi,Erzurum,PTT Kargo,"Oyuklu, 25753 Çat/Erzurum, Türkiye","39.612614199999996, 40.977832"
288,PTT,Erzurum,PTT Kargo,"Çarşı, İstanbul Cd. No:3, 25500 Aşkale/Erzurum, Türkiye","39.921459999999996, 40.69601600000001"
289,Ptt Gar Şubesi,Erzurum,PTT Kargo,"Kazımkarabekir Mh., 25100 Yakutiye/Erzurum, Türkiye","39.910297, 41.254909399999995"
290,PTT,Erzurum,PTT Kargo,"Camiisağır, Sümmani Cad. No:60, 25530 Narman/Erzurum, Türkiye","40.346489399999996, 41.868623199999995"
291,PTT,Erzurum,PTT Kargo,"Rabia Ana, Erzurum Cad. No:52, 25030 Tortum/Erzurum, Türkiye","39.902094999999996, 41.2780705"
292,PTT,Erzurum,PTT Kargo,"Merkez, Cumhuriyet Cd. No:1, 25440 Uzundere/Erzurum, Türkiye","40.5323296, 41.5457269"
293,Ptt-karayazı Şubesi,Erzurum,PTT Kargo,"Bayraktar Mh. Cumhurıyet Cad. Kardelen Sok. No:40 Pk:25830 Karayazı Erzurum, Bayraktar, 25830 Karayazı/Erzurum, Türkiye","39.7073235, 42.1452777"
294,Ptt-mahallebaşı,Erzurum,PTT Kargo,"Emin Kurbu Mh, Libya Sk. Pk:25050, 25040 Yakutiye/Erzurum, Türkiye","39.912394, 41.283236"
295,PTT,Eskişehir,PTT Kargo,"Gündoğdu, Man Sk. No:3, 26000 Odunpazarı/Eskişehir, Türkiye","39.764986, 30.557966999999998"
296,Post Office Branch Chief Directorate,Eskişehir,PTT Kargo,"PTT Merkezi Arifiye Mah., Arifiye, İki Eylül Cd. No:59, 26010 Odunpazarı/Eskişehir, Türkiye","39.77065280000001, 30.5197684"
297,Hacı Bektaş-i Veli Şubesi - PTT,Eskişehir,PTT Kargo,"No:, Gültepe, Akbayır Sk. No:1, 26040 Odunpazarı/Eskişehir, Türkiye","39.7524326, 30.5077555"
298,PTT,Eskişehir,PTT Kargo,"Fatih, Prof. Dr. Orhan Oğuz Cd. No:16 D:26, 26170 Tepebaşı/Eskişehir, Türkiye","39.7893699, 30.5167351"
299,PTT,Eskişehir,PTT Kargo,"Hoşnudiye, 4, İstasyon Cd. PTT - Gar Şb., 26130 Tepebaşı/Eskişehir, Türkiye","39.779706499999996, 30.5094034"
300,Ptt-eskişehir Kim,Eskişehir,PTT Kargo,"Gündoğdu Mh. Man Sk. Pk:26100 Odunpazarı/eskişehir, Gündoğdu, 26100 Odunpazarı/Eskişehir, Türkiye","39.765585, 30.558380999999997"
301,PTT Gökmeydan Şubesi,Eskişehir,PTT Kargo,"Gökmeydan, Ulus Cd. No:59, 26100 Odunpazarı/Eskişehir, Türkiye","39.769560999999996, 30.5419513"
